 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, rowcost
F minor (4b), 0+0:0:0:0:0, 7+2:0:0:0:0, 4+0:0:0:0:0, 7+2:0:0:0:0, 4+0:0:0:0:0, 1+4:0:0:0:0, 0+2:0:0:0:0, 5+3:0:1:0:1, 2+0:0:0:0:0, 7+2:0:0:0:0, 4+0:0:0:0:0, 5+2:0:0:0:0, 4+0:0:0:0:0, 1+4:0:0:0:0, 0+2:0:0:0:0, 5+3:0:1:0:1, 2+0:0:0:0:0, 6+2:0:0:0:0, 4+1:0:0:0:0, 7+2:0:0:0:0, 4+1:0:0:0:0, 7+2:1:0:0:1, 7+4:1:0:0:0, 4+2:0:0:0:0, 5+1:1:0:0:1, 7+2:0:0:0:0, 4+0:0:0:0:0, 5+1:0:0:0:0, 4+0:0:0:0:0, 1+4:0:0:0:0, 0+2:0:0:0:0, 5+3:0:1:0:1, 2+2:0:0:0:0, 0+1:0:0:0:0, 0+0:0:0:0:0, 10+5:0:0:0:1, 7+4:0:0:0:4, 10+6:0:0:0:2, 4+2:0:0:0:0, 2+3:0:0:0:0, 2+4:0:1:0:1, 8+8:0:1:0:1, 6+2:0:0:0:0, 9+6:0:0:0:4, 7+6:0:0:0:4, 6+5:0:0:0:3, 5+4:0:0:0:0, 2+3:0:0:0:0, 0+1:0:0:0:0, 7+4:0:1:0:1, 4+0:0:0:0:0, 9+2:0:1:0:1, 5+2:0:0:0:1, 9+5:0:0:0:1, 6+3:0:0:0:0, 10+10:0:0:0:0, 6+3:1:0:0:0, 5+6:0:0:0:0, 9+5:1:0:0:2, 11+6:0:0:0:1, 6+8:5:0:0:5, 6+1:0:0:0:0, 4+2:0:0:0:0, 1+4:0:0:0:0, 0+2:0:0:0:0, 4+2:0:1:0:1, 1+1:0:0:0:0, 0+1:0:0:0:0, 0+0:0:0:0:0, 7+3:0:0:0:0, 4+0:0:0:0:0, 4+1:0:0:0:0, 3+0:0:0:0:0, 1+2:0:0:0:0, 0+1:0:0:0:0, 5+3:0:1:0:1, 2+1:0:0:0:0, 8+3:0:0:0:0, 6+1:0:0:0:1, 6+1:0:0:0:0, 5+1:0:0:0:0, 2+2:0:0:0:0, 3+3:0:0:0:0, 5+5:0:1:0:2, 3+0:0:0:0:0, 8+2:0:0:0:1, 4+2:0:0:0:0, 7+3:0:0:0:0, 4+1:0:0:0:0, 8+3:2:0:0:0, 7+3:1:0:0:0, 5+4:0:0:0:1, 6+2:1:0:0:1, 8+2:0:0:0:0, 4+0:0:0:0:0, 9+3:0:0:0:1, 2+1:0:0:0:0, 1+3:0:0:0:0, 0+2:0:0:0:0, 4+5:0:1:0:1, 2+0:0:0:0:0, 0+3:0:0:0:0, 0+0:0:0:0:0, 7+4:0:0:0:0, 6+1:0:0:0:0, 5+1:0:0:0:0, 4+2:0:0:0:0, 1+4:0:0:0:0, 1+3:0:0:0:0, 4+7:0:1:0:1, 4+1:0:0:0:1, 8+3:0:0:0:0, 7+1:0:0:0:1, 5+2:0:0:0:0, 4+0:0:0:0:0, 1+3:0:0:0:0, 0+2:0:0:0:0, 4+4:0:1:0:1, 3+0:0:0:0:0, 7+2:0:0:0:0, 4+2:0:0:0:0, 7+1:0:0:0:0, 5+2:0:0:0:0, 7+1:1:0:0:0, 8+4:2:0:0:0, 9+6:0:0:0:0, 5+3:1:0:0:1, 7+3:0:0:0:0, 4+0:0:0:0:0, 5+1:0:0:0:0, 4+1:0:0:0:0, 2+2:0:0:0:0, 0+2:0:0:0:0, 4+2:0:1:0:1, 2+4:0:0:0:0, 0+2:0:0:0:0, 1+2:0:0:0:0, 8+3:0:0:0:0, 8+3:0:0:0:1, 5+1:0:0:0:0, 4+0:0:0:0:0, 2+3:0:0:0:0, 0+2:0:0:0:0, 6+6:0:1:0:1, 3+1:0:0:0:0, 7+6:0:0:0:2, 4+3:0:0:0:0, 6+2:0:0:0:0, 6+2:0:0:0:0, 1+3:0:0:0:0, 0+2:0:0:0:0, 4+5:0:1:0:1, 2+0:0:0:0:0, 6+1:0:0:0:0, 5+3:0:0:0:0, 7+1:0:0:0:0, 5+3:0:0:0:0, 8+1:1:0:0:0, 6+3:1:0:0:0, 10+7:0:0:0:1, 5+2:1:0:0:1, 7+2:0:0:0:0, 5+1:0:0:0:1, 5+1:0:0:0:0, 4+1:1:0:0:1, 1+4:0:0:0:0, 2+4:0:0:0:0, 5+4:0:1:0:1, 2+1:0:0:0:0, 0+1:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+5:0:0:0:0, 0+1:0:0:0:0, 10+6:2:0:0:2, 15+12:0:1:0:7, 0+1:0:0:0:0, 0+0:0:0:0:0, 778+433:24:18:0:72
C# minor (4#), 2+0:0:0:0:0, 2+4:0:0:0:1, 3+1:0:0:0:0, 6+4:0:0:0:2, 4+1:0:0:0:0, 8+4:0:0:0:0, 6+0:0:0:0:0, 7+3:0:1:0:1, 3+2:0:0:0:0, 2+1:0:0:0:0, 3+1:0:0:0:0, 7+4:0:0:0:1, 4+1:0:0:0:0, 8+4:0:0:0:0, 6+2:0:0:0:0, 7+8:0:1:0:5, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+1:0:0:0:0, 1+2:0:0:0:0, 0+1:0:0:0:0, 4+4:1:0:0:1, 4+3:1:0:0:3, 5+4:0:0:0:1, 5+7:1:0:0:3, 2+4:0:0:0:1, 3+1:0:0:0:0, 5+3:0:0:0:1, 4+1:0:0:0:0, 7+4:0:0:0:0, 6+0:0:0:0:0, 7+3:0:1:0:1, 7+3:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+12:0:0:0:2, 5+4:0:0:0:0, 10+13:1:0:0:1, 3+9:0:0:0:8, 9+1:0:0:0:1, 9+2:0:1:0:1, 10+5:0:1:0:2, 5+4:0:0:0:0, 3+5:0:0:0:4, 5+6:0:0:0:0, 6+8:1:0:0:1, 5+4:0:0:0:0, 9+3:0:0:0:0, 7+0:0:0:0:0, 9+5:0:2:0:1, 3+2:0:0:0:0, 3+3:0:0:0:0, 1+4:0:1:0:0, 4+5:0:0:0:1, 0+4:0:0:0:0, 8+6:1:0:0:0, 5+4:1:0:0:0, 7+7:0:0:0:0, 6+7:1:0:0:1, 5+8:0:0:0:1, 6+7:0:0:0:0, 6+3:0:0:0:1, 6+2:0:0:0:0, 8+1:0:0:0:1, 7+0:0:0:0:0, 7+4:0:1:0:2, 6+3:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+2:0:0:0:1, 3+1:0:0:0:0, 5+2:0:0:0:1, 3+1:0:0:0:0, 8+2:0:0:0:0, 7+0:0:0:0:0, 7+3:0:1:0:1, 5+2:0:0:0:0, 3+2:0:0:0:0, 4+2:0:0:0:0, 6+2:0:0:0:1, 5+4:0:0:0:1, 9+2:0:0:0:0, 9+2:0:0:0:0, 7+6:0:1:0:5, 3+1:0:0:0:0, 1+1:0:0:0:0, 0+2:0:0:0:0, 0+3:0:0:0:0, 0+1:0:0:0:0, 5+4:1:1:0:2, 5+7:1:0:0:2, 5+9:3:0:0:3, 6+8:1:0:0:2, 2+3:0:0:0:1, 3+1:0:0:0:0, 9+13:1:0:0:1, 5+4:0:0:0:0, 7+1:0:0:0:1, 6+0:0:0:0:0, 6+4:0:1:0:2, 5+1:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 2+6:0:0:0:1, 4+3:0:0:0:0, 5+2:0:0:0:1, 5+4:0:0:0:1, 7+4:0:0:0:0, 8+1:0:0:0:1, 6+5:0:1:0:2, 4+4:0:0:0:0, 2+1:0:0:0:0, 5+2:0:0:0:0, 6+4:0:0:0:1, 4+1:0:0:0:0, 7+3:0:0:0:0, 6+2:0:0:0:0, 6+7:0:1:0:4, 3+1:0:0:0:0, 0+0:0:0:0:0, 0+2:0:0:0:0, 1+1:0:0:0:0, 0+2:0:0:0:0, 3+3:1:0:0:1, 6+6:2:0:0:3, 7+8:5:0:0:5, 6+9:1:1:0:4, 2+3:0:0:0:1, 3+1:0:0:0:0, 5+2:0:0:0:1, 6+1:0:0:0:0, 9+1:0:0:0:1, 7+0:0:0:0:0, 6+3:0:1:0:1, 7+2:0:0:0:0, 5+0:0:0:0:0, 4+1:0:0:0:0, 3+2:0:0:0:1, 8+6:0:0:0:0, 5+3:0:0:0:1, 4+1:0:0:0:0, 8+3:0:0:0:0, 7+0:0:0:0:0, 8+4:0:1:0:2, 4+2:0:0:0:0, 3+2:0:0:0:0, 4+3:1:0:0:1, 6+3:0:0:0:1, 6+3:0:0:0:0, 8+3:0:0:0:0, 7+2:0:0:0:0, 6+8:0:1:0:5, 2+0:0:0:0:0, 0+1:0:0:0:0, 1+0:0:0:0:0, 0+1:0:0:0:0, 0+2:0:0:0:0, 4+4:1:0:0:0, 5+4:1:0:0:0, 8+9:4:0:0:2, 5+5:1:0:0:0, 2+2:0:0:0:1, 4+2:0:0:0:0, 5+3:0:0:0:1, 6+1:1:0:0:1, 7+1:0:0:0:1, 7+2:0:0:0:2, 7+3:0:1:0:1, 5+2:1:0:0:2, 4+0:0:0:0:0, 5+1:0:0:0:1, 4+0:0:0:0:0, 5+3:1:0:0:3, 4+0:0:0:0:0, 9+7:4:0:0:4, 13+10:3:1:0:5, 5+0:0:0:0:0, 1+0:0:0:0:0, 858+531:42:21:0:136
F minor mel (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
C# minor mel (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Ab major blues (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
E major blues (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
F minor blues (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
C# minor blues (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Ab dorian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
E dorian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Ab phrygian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
E phrygian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Ab lydian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
E lydian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Ab mixolydian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
E mixolydian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Ab aeolian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
